,/intelcpu/0/load/1,/intelcpu/0/load/2,/intelcpu/0/load/3,/intelcpu/0/load/4,/intelcpu/0/load/0,/intelcpu/0/temperature/0,/intelcpu/0/temperature/1,/intelcpu/0/temperature/2,/intelcpu/0/temperature/3,/intelcpu/0/temperature/4,/intelcpu/0/clock/1,/intelcpu/0/clock/2,/intelcpu/0/clock/3,/intelcpu/0/clock/4,/intelcpu/0/power/0,/intelcpu/0/power/1,/intelcpu/0/power/2,/intelcpu/0/power/3,/intelcpu/0/clock/0,/ram/load/0,/ram/data/0,/ram/data/1,/hdd/0/temperature/0,/hdd/0/load/0
09/08/2015 16:32:27,7.69230747,4.615384,3.8461566,3.076923,4.807687,40,39,40,36,40,798.1927,798.1927,798.1927,798.1927,10.5278492,4.62088442,0.00042134992,1.92472649,99.774086,14.881218,2.36766815,13.5427742,38,44.49143
09/08/2015 16:32:28,6.92307949,3.076923,6.92307949,2.30768919,4.80769253,41,39,41,36,42,798.192932,798.192932,1396.83765,1396.83765,9.000817,3.04617953,0.0003611571,1.903659,99.77412,14.881485,2.36771,13.5427322,38,44.49143
09/08/2015 16:32:29,0.7692337,4.615384,0.7692337,0.7692337,1.73076987,39,37,40,35,40,798.1929,2095.25635,3392.31982,3392.31982,5.36854,0.390049666,0.0003611571,1.74523139,99.77411,14.8763275,2.36689,13.5435524,38,44.49143
09/08/2015 16:32:30,7.69230747,2.30768919,9.230768,0,4.80769253,38,37,40,35,41,798.192566,798.192566,798.192566,798.192566,8.84901,2.98123145,0.0003611571,1.89643586,99.77407,14.7812424,2.35176086,13.5586815,38,44.49143
09/08/2015 16:32:31,3.8461566,6.153846,6.153846,3.92438173,5.01956367,38,37,40,36,40,798.192932,798.192932,798.192932,798.192932,9.689002,3.80033565,0.000601928448,1.91443348,99.77412,14.8827057,2.36790466,13.5425377,38,44.49143
09/08/2015 16:32:32,3.076923,5.384612,3.8461566,4.615384,4.23076725,40,38,41,37,41,798.19165,798.19165,798.19165,798.19165,9.491509,3.4775815,0.000300964224,1.91936934,99.77396,14.8841476,2.36813354,13.5423088,38,44.49143
09/08/2015 16:32:33,0,5.384612,0,4.615384,2.49999762,42,38,40,40,42,3691.65,3392.327,3392.327,3791.42432,7.74338865,2.130285,0.00042134992,1.84328556,99.77432,14.8815994,2.36772919,13.5427132,38,44.49143
09/08/2015 16:32:34,2.30768919,4.615384,0.7692337,1.53846145,2.30769515,39,37,40,35,40,798.1922,798.1922,798.1922,798.1922,7.25721073,1.80181265,0.0003611571,1.81463373,99.774025,14.7855377,2.3524437,13.5579987,38,44.49143
09/08/2015 16:32:35,4.615384,4.615384,5.384612,6.153846,5.19230366,37,38,41,35,41,798.1921,798.1921,798.1921,798.1921,9.337656,3.45013356,0.000300964224,1.90600657,99.77401,14.8874588,2.36866,13.5417824,38,44.49143
09/08/2015 16:32:36,5.384612,8.4615345,2.30768919,5.384612,5.384612,38,38,41,36,41,798.1935,798.1935,798.1935,798.1935,8.8031435,2.87553263,0.0003611571,1.89456987,99.7741852,14.8858185,2.36840057,13.5420418,38,44.49143
09/08/2015 16:32:37,0.7692337,7.69230747,8.4615345,3.076923,5.000007,42,40,44,40,44,3691.64453,3691.64453,3691.64453,3691.64453,10.1746378,4.42050266,0.0005417356,1.87897992,99.77418,14.88829,2.36879349,13.5416489,38,44.49143
09/08/2015 16:32:38,1.53846145,4.615384,5.384612,3.076923,3.65384817,39,37,40,35,40,798.1924,798.1924,798.1924,798.1924,6.25927353,1.01737952,0.000300964224,1.78116655,99.77405,14.7870712,2.35268784,13.5577545,38,44.49143
09/08/2015 16:32:39,4.615384,3.076923,6.92307949,6.153846,5.19230366,38,37,41,35,41,798.1927,997.7409,798.1927,798.1927,9.618516,3.62589669,0.0003611571,1.93333411,99.774086,14.896492,2.370098,13.5403442,38,44.49143
09/08/2015 16:32:40,3.8461566,4.615384,7.69230747,2.30768919,4.6153903,38,37,41,36,41,798.1927,798.1927,798.1927,798.1927,9.055653,3.21279335,0.00042134992,1.913651,99.774086,14.9028931,2.37111664,13.5393257,38,44.49143
09/08/2015 16:32:41,8.4615345,2.30768919,2.30768919,3.076923,4.038465,41,39,41,35,41,798.1928,798.1928,798.1928,798.1928,9.111632,3.22410941,0.000240771391,1.90949774,99.7741,14.9040985,2.37130737,13.539135,38,44.49143
09/08/2015 16:32:42,1.53846145,2.30768919,0.7692337,1.53846145,1.53846145,39,38,39,35,40,2095.25684,2095.25684,3392.32056,3791.41724,5.39899731,0.4115385,0.0003611571,1.75076914,99.77414,14.8345871,2.36024857,13.5501938,38,44.49143
09/08/2015 16:32:43,1.53846145,4.615384,1.53846145,6.92307949,3.65384817,39,37,40,34,40,798.1924,798.1924,798.1924,798.1924,8.998529,3.21074677,0.0003611571,1.89643586,99.77405,14.9056091,2.3715477,13.5388947,38,44.49143
09/08/2015 16:32:44,5.384612,3.076923,9.230768,0,4.42307568,40,38,39,35,40,798.193054,798.193054,798.193054,798.193054,9.093575,3.14874816,0.0005417356,1.91046083,99.77413,14.9064255,2.3716774,13.538765,38,44.49143
09/08/2015 16:32:45,3.8461566,5.384612,6.153846,2.30768919,4.423082,40,38,40,35,41,798.192932,798.192932,798.192932,798.192932,9.593115,3.592008,0.0003611571,1.9128685,99.77412,14.9066162,2.371708,13.5387344,38,44.49143
09/08/2015 16:32:46,0.7692337,5.384612,0.7692337,3.8461566,2.692306,39,37,42,37,42,3492.09644,3691.64478,3392.32227,3691.64478,7.742907,2.15472341,0.000601928448,1.84635544,99.7741852,14.8871155,2.36860657,13.5418358,38,44.49143
09/08/2015 16:32:47,3.076923,0.7692337,1.53846145,2.30768919,1.9230783,38,38,40,36,40,798.19165,798.19165,798.19165,798.19165,6.4859,1.33561909,0.000240771391,1.79206145,99.77396,14.9079132,2.371914,13.5385284,38,44.49143
09/08/2015 16:32:48,6.153846,3.8461566,7.69230747,2.30768919,5.000001,38,39,41,35,41,798.1931,798.1931,798.1931,798.1931,9.65138149,3.66345716,0.0003611571,1.91858685,99.77414,14.9096832,2.3721962,13.5382462,38,44.49143
09/08/2015 16:32:49,4.615384,5.384612,3.076923,3.076923,4.038465,40,38,41,34,41,798.193054,798.193054,798.193054,798.193054,9.258985,3.32860422,0.0007223142,1.91130352,99.77413,14.80822,2.3560524,13.55439,38,44.49143
09/08/2015 16:32:50,4.615384,3.8461566,4.615384,4.615384,4.42307568,45,41,42,35,45,3691.64429,3392.32178,3392.32178,798.193359,9.54183,3.52898622,0.000481542782,1.91810524,99.77417,14.9097061,2.3722,13.5382423,38,44.49143
09/08/2015 16:32:51,0.7692337,0.7692337,0,0.7692337,0.5769253,40,36,38,34,40,798.1922,798.1922,798.1922,798.1922,5.050541,0.109250017,0.000300964224,1.73620248,99.774025,14.812912,2.3568,13.5536423,38,44.49143
09/08/2015 16:32:52,3.8461566,3.076923,4.615384,6.92307949,4.615384,39,36,40,35,40,798.193,798.193,798.193,798.193,8.966868,3.07711864,0.0003611571,1.90486288,99.7741241,14.91246,2.3726387,13.5378036,38,44.49143
09/08/2015 16:32:53,6.153846,7.69230747,3.076923,0.7692337,4.423082,39,38,40,35,40,798.1925,798.1925,798.1925,798.1925,9.169839,3.24415374,0.00042134992,1.90251529,99.77406,14.8149948,2.357132,13.55331,38,44.49143
09/08/2015 16:32:54,6.153846,8.4615345,2.30768919,2.30768919,4.80769253,41,39,41,35,41,798.193237,798.193237,798.193237,798.193237,8.825114,2.96467829,0.0003611571,1.8711549,99.7741547,14.9150772,2.3730545,13.5373878,38,44.49143
09/08/2015 16:32:55,0.7692337,2.30768919,1.53846145,0,1.15384459,39,36,39,34,40,1895.7085,3392.32056,3791.417,3691.64282,5.63970852,0.6401509,0.000120385695,1.76449311,99.77413,14.8583679,2.36403275,13.54641,38,44.49143
09/08/2015 16:32:56,3.8461566,3.8461566,3.8461566,1.53846145,3.26923132,39,37,39,35,40,798.192444,798.192444,798.192444,798.192444,8.447344,2.78175235,0.00042134992,1.88096631,99.7740555,14.9152908,2.37308884,13.5373535,38,44.49143
09/08/2015 16:32:57,4.615384,4.615384,4.615384,6.153846,4.999995,38,36,39,34,40,798.1927,798.1927,798.1927,798.1927,9.645964,3.624091,0.0003611571,1.92930114,99.774086,14.8141632,2.35699844,13.5534439,38,44.49143
09/08/2015 16:32:58,3.8461566,5.384612,6.153846,2.30768919,4.423082,39,38,40,35,41,798.192932,798.192932,798.192932,798.192932,9.577044,3.55781865,0.0012038569,1.91852665,99.77412,14.9179764,2.373516,13.5369263,38,44.49143
09/08/2015 16:32:59,0.7692337,5.384612,2.30768919,2.30768919,2.692312,39,39,40,43,43,3691.64429,3392.32178,3791.41846,3691.64429,6.968466,1.53106523,0.0003611571,1.8077116,99.77417,14.8981781,2.37036514,13.5400772,38,44.49143
09/08/2015 16:33:00,3.8461566,3.8461566,2.30768919,0,2.50000358,39,37,40,34,41,798.1923,798.1923,798.1923,798.1923,7.11678076,1.75107014,0.00042134992,1.82540834,99.77404,14.9194412,2.37374878,13.5366936,38,44.49143
09/08/2015 16:33:01,5.384612,3.8461566,3.8461566,3.8461566,4.23076725,38,38,40,34,40,1396.83789,798.1931,798.1931,798.1931,9.723974,3.802623,0.0003611571,1.91888773,99.77414,14.81958,2.35786057,13.5525818,38,44.49143
09/08/2015 16:33:02,6.92307949,3.8461566,6.92307949,1.53846145,4.80769253,40,37,40,35,41,798.192444,798.192444,798.192444,798.192444,9.006475,3.08229518,0.00066212134,1.89631546,99.7740555,14.9251175,2.37465286,13.5357895,38,44.49143
09/08/2015 16:33:03,0.7692337,3.076923,3.076923,5.384612,3.076923,42,38,42,38,42,3891.19287,3691.64453,3691.64453,3691.64453,8.204225,2.51720476,0.0003611571,1.87145579,99.77418,14.9002609,2.370697,13.5397453,38,44.49143
09/08/2015 16:33:04,0.7692337,4.615384,1.53846145,0,1.73076987,38,37,40,34,41,798.192139,798.192139,798.192139,798.192139,6.0105567,0.8907338,0.0003611571,1.7768929,99.77402,14.9271851,2.374981,13.5354614,38,44.49143
09/08/2015 16:33:05,3.8461566,4.615384,4.615384,3.8461566,4.23076725,39,38,41,35,41,798.192566,798.192566,798.192566,798.192566,9.439141,3.428645,0.0003611571,1.9141326,99.77407,14.8300858,2.3595314,13.5509109,38,44.49143
09/08/2015 16:33:06,3.8461566,6.153846,6.92307949,3.8461566,5.19230366,38,38,40,35,41,798.192932,798.192932,798.192932,798.192932,9.496626,3.58322,0.000601928448,1.8905369,99.77412,14.93013,2.37545013,13.5349922,38,44.49143
09/08/2015 16:33:07,1.53846145,5.384612,1.53846145,5.384612,3.46153975,40,40,41,41,42,3691.64575,3691.64575,3691.64575,3691.64575,8.398768,2.69284749,0.000300964224,1.85725033,99.7742157,14.9175034,2.37343979,13.5370026,38,44.49143
09/08/2015 16:33:08,0.7692337,0.7692337,2.30768919,1.53846145,1.346159,38,39,40,35,40,798.1921,798.1921,798.1921,798.1921,5.665411,0.7137668,0.0003611571,1.76033986,99.77401,14.9307785,2.37555313,13.5348892,38,44.49143
09/08/2015 16:33:09,6.153846,4.615384,5.384612,2.30768919,4.615384,38,38,39,35,40,798.1925,798.1925,798.1925,798.1925,9.293234,3.359122,0.00066212134,1.9116044,99.77406,14.8271027,2.35905838,13.551384,38,44.49143
09/08/2015 16:33:10,3.8461566,3.8461566,7.69230747,3.076923,4.6153903,38,39,39,35,41,798.1932,798.1932,798.1932,798.1932,10.03481,4.07686138,0.0003611571,1.92695367,99.77415,14.9313812,2.3756485,13.5347939,38,44.49143
09/08/2015 16:33:11,6.153846,4.615384,10.0000019,4.615384,6.34614849,39,37,41,36,41,798.192444,798.192444,798.192444,798.192444,10.6569033,4.379993,0.0003611571,1.97829807,99.7740555,14.93232,2.37579727,13.5346451,38,44.49143
09/08/2015 16:33:12,0.7692337,2.30768919,1.53846145,0.7692337,1.346153,39,38,39,34,41,2095.25757,2095.25757,3392.32178,3691.64429,5.43114042,0.449580371,0.0003611571,1.75269532,99.77417,14.923851,2.37445068,13.5359917,38,44.49143
09/08/2015 16:33:13,6.92307949,5.384612,1.53846145,0.78125,3.65685225,38,37,40,35,41,798.1926,798.1926,798.1926,798.1926,8.684443,2.98905635,0.0003611571,1.886805,99.77408,14.8335114,2.360077,13.5503654,38,44.49143
09/08/2015 16:33:14,4.615384,3.076923,4.615384,2.30768919,3.65384817,39,38,39,35,40,798.1929,798.1929,798.1929,798.1929,9.375337,3.483962,0.000481542782,1.92869925,99.77411,14.9314728,2.37566376,13.5347786,38,44.49143
09/08/2015 16:33:15,3.8461566,3.8461566,4.615384,3.076923,3.8461566,40,37,39,35,41,798.1925,798.1925,798.1925,798.1925,9.372087,3.433701,0.000300964224,1.91798484,99.77406,14.9148407,2.37301636,13.537426,38,44.49143
09/08/2015 16:33:16,3.8461566,5.384612,2.30768919,3.076923,3.65384817,41,39,44,37,43,3392.323,3691.64575,3691.64575,3791.42,8.930873,3.28129268,0.000300964224,1.873683,99.77421,14.9256058,2.37472916,13.5357132,38,44.49143
09/08/2015 16:33:17,0,2.30768919,2.30768919,0.7692337,1.346153,38,37,40,35,41,798.192139,798.192139,798.192139,798.192139,5.99448538,0.8626839,0.0003611571,1.77448511,99.77402,14.8331985,2.36002731,13.550415,38,44.49143
09/08/2015 16:33:18,6.92307949,3.076923,7.69230747,1.53846145,4.80769253,39,36,40,34,41,798.193,798.193,798.193,798.193,9.010207,3.105048,0.0005417356,1.899927,99.7741241,14.9370117,2.376545,13.5338974,38,44.49143
09/08/2015 16:33:19,6.153846,9.230768,6.92307949,5.384612,6.923074,40,37,39,36,41,798.1929,798.1929,2294.80444,2294.80444,11.43008,5.341814,0.0003611571,1.92171681,99.77411,14.9203033,2.373886,13.5365562,38,44.49143
09/08/2015 16:33:20,4.615384,6.153846,9.230768,4.615384,6.15384,40,39,42,38,42,798.1931,798.1931,798.1931,798.1931,11.494607,5.48110056,0.0003611571,1.92581,99.77414,14.9516907,2.37887955,13.5315628,38,44.49143
09/08/2015 16:33:21,1.53846145,3.076923,3.8461566,0,2.11538672,39,42,41,37,42,3691.64331,3691.64331,3691.64331,3492.095,7.06639957,1.76148343,0.0003611571,1.81427264,99.77415,14.9295578,2.37535858,13.5350838,38,44.49143
09/08/2015 16:33:22,1.53846145,3.076923,4.615384,3.8461566,3.26923132,39,37,40,34,41,798.1922,798.1922,798.1922,798.1922,7.57388544,2.07436585,0.000300964224,1.85026789,99.774025,14.9448776,2.37779617,13.5326462,38,44.49143
09/08/2015 16:33:23,3.076923,6.153846,3.076923,4.615384,4.23076725,37,37,40,34,40,798.1928,798.1928,798.1928,798.1928,9.315385,3.3821156,0.00042134992,1.91527617,99.7741,14.8453293,2.36195755,13.5484848,38,44.49143
09/08/2015 16:33:24,3.076923,4.615384,8.4615345,3.8461566,5.000001,39,36,40,36,41,798.1926,798.1926,798.1926,798.1926,9.962699,4.03466654,0.0003611571,1.9130491,99.77408,14.9504395,2.37868118,13.5317612,38,44.49143
09/08/2015 16:33:25,3.076923,6.153846,0,0.7692337,2.49999762,43,41,40,35,43,3691.64478,3691.64478,3791.419,3691.64478,6.925127,1.55544341,0.0003611571,1.81186485,99.77418,14.9326019,2.375843,13.5345993,38,44.49143
09/08/2015 16:33:26,4.615384,1.53846145,3.076923,2.30768919,2.88461447,39,38,39,35,40,798.1923,798.1923,798.1923,798.1923,7.237407,1.83076549,0.000300964224,1.833715,99.77404,14.9517365,2.37888718,13.5315552,38,44.49143
09/08/2015 16:33:27,9.230768,3.8461566,3.076923,0.7692337,4.23077345,39,37,39,35,41,798.192749,798.192749,798.192749,798.192749,9.130292,3.21008468,0.000300964224,1.91003942,99.77409,14.8549957,2.36349487,13.5469475,38,44.49143
09/08/2015 16:33:28,8.4615345,6.92307949,2.30768919,1.5504837,4.8106966,39,38,40,35,41,798.193,798.193,798.193,798.193,8.951579,3.12485147,0.000180578543,1.88517976,99.7741241,14.9603653,2.38026047,13.5301819,38,44.49143
09/08/2015 16:33:29,5.384612,3.8461566,3.8461566,0,3.26923132,43,39,42,36,43,3691.64355,3691.64355,3691.64355,3691.64355,8.350795,2.66136646,0.000300964224,1.88325357,99.7741547,14.9365616,2.37647247,13.53397,38,44.49143
09/08/2015 16:33:30,0,0.7692337,2.30768919,2.30768919,1.346159,39,38,39,35,41,798.1923,1696.15869,1696.15869,798.1923,5.633027,0.600604236,0.00042134992,1.76256692,99.77404,14.9546127,2.379345,13.5310974,38,44.49143
09/08/2015 16:33:31,4.615384,6.153846,4.615384,3.076923,4.61537838,39,37,41,34,41,798.1929,798.1929,798.1929,798.1929,9.271745,3.29995251,0.000300964224,1.90775216,99.77411,14.8548508,2.363472,13.54697,38,44.49143
09/08/2015 16:33:32,5.384612,4.615384,3.076923,3.8461566,4.23076725,40,37,41,35,41,798.192749,798.192749,798.192749,798.192749,9.383824,3.43941927,0.0003611571,1.908354,99.77409,14.9549255,2.37939453,13.5310478,38,44.49143
09/08/2015 16:33:33,3.8461566,3.076923,9.230768,0,4.038465,42,39,41,36,42,3392.32251,798.193542,798.193542,798.193542,9.12337,3.23897719,0.000300964224,1.91028023,99.77419,14.955574,2.37949753,13.5309448,38,44.49143
09/08/2015 16:33:34,0.757575035,3.076923,0.7692337,0.7692337,1.34323835,39,40,40,35,41,3691.641,3691.641,3691.641,3691.641,6.44803858,1.34163833,0.000300964224,1.781949,99.774086,14.95298,2.37908554,13.5313568,38,44.49143
09/08/2015 16:33:35,0.7692337,3.076923,8.4615345,0.819671154,3.28184366,39,37,40,34,42,798.192261,798.192261,798.192261,798.192261,7.81586075,2.279443,0.00042134992,1.85905612,99.77403,14.857048,2.363823,13.5466194,38,44.49143
09/08/2015 16:33:36,7.69230747,6.153846,0.7692337,4.615384,4.80769253,39,37,40,34,40,798.1929,798.1929,798.1929,798.1929,9.333804,3.38464379,0.000300964224,1.90829384,99.77411,14.9587326,2.380001,13.5304413,38,44.49143
09/08/2015 16:33:38,3.076923,4.615384,3.8461566,5.384612,4.23076725,41,38,40,36,42,798.192566,798.192566,798.192566,798.192566,9.830094,3.8032248,0.00042134992,1.92081392,99.77407,14.9658813,2.38113785,13.5293045,38,44.49143
09/08/2015 16:33:39,0.7692337,4.615384,2.30768919,3.076923,2.692306,43,38,42,38,43,3492.09766,3791.42041,3691.64624,3591.87183,8.127118,2.47994542,0.000300964224,1.86983061,99.77422,14.956871,2.37970352,13.5307388,38,44.49143
09/08/2015 16:33:40,1.53846145,0.7692337,1.53846145,1.53846145,1.346159,39,38,40,35,41,798.1921,798.1921,798.1921,798.1921,5.98539639,0.9356978,0.0003611571,1.77767539,99.77401,14.8667831,2.3653717,13.5450706,38,44.49143
09/08/2015 16:33:41,4.615384,6.153846,6.92307949,0.7692337,4.615384,39,39,40,34,40,798.192932,798.192932,798.192932,798.192932,9.053967,3.20851946,0.00042134992,1.90474248,99.77412,14.96682,2.38128662,13.5291557,38,44.49143
09/08/2015 16:33:42,3.8461566,4.615384,3.076923,4.615384,4.038459,39,37,40,35,40,798.1925,798.1925,798.1925,798.1925,9.275778,3.37639737,0.00108347123,1.9141928,99.77406,14.9689026,2.3816185,13.5288239,38,44.49143
09/08/2015 16:33:43,5.384612,4.615384,4.615384,2.30768919,4.23076725,43,40,41,36,43,3392.32324,798.193665,798.193665,798.193665,9.185429,3.37176251,0.0003611571,1.90883553,99.77421,14.9654007,2.38106155,13.5293808,38,44.49143
09/08/2015 16:33:44,1.53846145,0.7692337,0,0.7692337,0.7692337,39,36,39,34,41,798.192,798.192,2095.254,2095.254,5.08533239,0.235293835,0.000300964224,1.737587,99.774,14.8820877,2.36780548,13.5426369,38,44.49143
09/08/2015 16:33:45,3.8461566,6.92307949,6.153846,0.7692337,4.423082,39,38,39,34,42,798.193,798.193,798.193,798.193,9.278667,3.40017366,0.00042134992,1.90438128,99.7741241,14.9684219,2.38154221,13.5289,38,44.49143
09/08/2015 16:33:46,6.92307949,4.615384,6.153846,1.53846145,4.80769253,39,39,39,35,41,798.1925,798.1925,798.1925,798.1925,9.226119,3.22964716,0.00042134992,1.91545677,99.77406,14.9686584,2.38158035,13.528862,38,44.49143
09/08/2015 16:33:47,4.615384,5.384612,2.30768919,4.615384,4.23076725,40,38,40,36,42,798.1929,798.1929,798.1929,798.1929,9.545502,3.551378,0.00042134992,1.91220641,99.77411,14.9720917,2.38212585,13.5283165,38,44.49143
09/08/2015 16:33:48,1.53846145,4.615384,0.7692337,1.53846145,2.11538672,40,39,42,37,42,3691.64551,3691.64551,3691.64551,3392.323,6.45905352,1.21306646,0.000300964224,1.79934478,99.77421,14.9536057,2.37918472,13.5312576,38,44.49143
09/08/2015 16:33:49,3.8461566,5.384612,1.53846145,0.7692337,2.88461447,38,38,40,35,41,798.192261,798.192261,798.192261,798.192261,7.54234457,2.05522466,0.0003611571,1.83828962,99.77403,14.972023,2.38211441,13.5283279,38,44.49143
09/08/2015 16:33:50,2.30768919,3.8461566,4.615384,6.153846,4.23076725,39,37,39,35,40,798.192749,798.192749,798.192749,798.192749,9.478387,3.4902823,0.000601928448,1.92057323,99.77409,14.9718781,2.38209152,13.5283508,38,44.49143
09/08/2015 16:33:51,6.153846,7.69230747,3.076923,4.615384,5.384618,41,37,40,34,41,798.192566,798.192566,798.192566,798.192566,8.768171,2.82545233,0.0003611571,1.89896393,99.77407,14.9739838,2.38242722,13.5280151,38,44.49143
09/08/2015 16:33:52,0.7692337,4.615384,0.7692337,2.30768919,2.11538672,40,39,41,44,44,3392.32349,3691.646,3791.42017,3392.32349,7.4084754,1.9342972,0.0003611571,1.83028388,99.7742157,14.95533,2.37945938,13.530983,38,44.49143
09/08/2015 16:33:53,3.8461566,3.076923,1.53846145,0.7692337,2.30769515,38,38,40,35,40,798.192139,798.192139,798.192139,798.192139,6.910741,1.59198046,0.000300964224,1.81607842,99.77402,14.973671,2.38237762,13.5280647,38,44.49143
09/08/2015 16:33:54,4.615384,5.384612,4.615384,1.53846145,4.038459,38,39,40,34,40,798.1928,798.1928,798.1928,798.1928,9.963241,3.89863062,0.00042134992,1.9238236,99.7741,14.9751129,2.38260651,13.5278358,38,44.49143
09/08/2015 16:33:55,6.92307949,4.615384,2.30768919,3.8461566,4.42307568,39,38,41,35,41,798.192749,798.192749,798.192749,798.192749,9.489343,3.5959208,0.0003611571,1.91882765,99.77409,14.9763565,2.38280487,13.5276375,38,44.49143
09/08/2015 16:33:56,4.615384,4.615384,3.076923,3.8461566,4.038459,45,41,40,35,45,3392.32251,3392.32251,3392.32251,3392.32251,9.268495,3.30910182,0.00042134992,1.91449368,99.77419,14.9753036,2.382637,13.5278053,38,44.49143
09/08/2015 16:33:57,0,1.53846145,0,0,0.384616852,40,37,39,34,41,798.1922,798.1922,798.1922,798.1922,5.016532,0.127488449,0.000300964224,1.736985,99.774025,14.9728317,2.382244,13.5281982,38,44.49143
09/08/2015 16:33:58,6.246686,6.92307949,4.615384,1.53846145,4.830903,38,38,40,35,40,798.192932,798.192932,798.192932,798.192932,9.071363,3.21477962,0.0003611571,1.90329778,99.77412,14.9777527,2.38302612,13.5274162,38,44.49143
09/08/2015 16:33:59,4.615384,6.92307949,4.615384,1.53846145,4.42307568,40,37,39,35,41,798.1926,798.1926,798.1926,798.1926,9.353367,3.529227,0.000601928448,1.90811324,99.77408,14.9784393,2.38313675,13.5273056,38,44.49143
09/08/2015 16:34:00,3.8461566,3.076923,2.30768919,4.615384,3.46153975,40,38,40,35,40,798.1929,798.1929,798.1929,798.1929,9.086532,3.257938,0.000300964224,1.922078,99.77411,14.9784393,2.38313675,13.5273056,38,44.49143
09/08/2015 16:34:01,0.7692337,6.153846,0.7692337,0.7692337,2.11538672,40,38,40,35,40,3791.41919,3791.41919,3691.64478,3791.41919,6.31507254,1.17129266,0.000481542782,1.7868849,99.7741852,14.8993,2.37054443,13.5398979,38,44.49143
09/08/2015 16:34:02,0.7692337,2.30768919,4.615384,3.8461566,2.88461447,39,37,38,34,40,798.1921,798.1921,798.1921,798.1921,7.423584,2.03301334,0.000180578543,1.8510505,99.77401,14.9683,2.38152313,13.5289192,38,44.49143
09/08/2015 16:34:03,3.8461566,5.384612,4.615384,2.30768919,4.038465,41,39,39,34,41,1496.61169,1496.61169,2494.35278,2494.35278,10.0844688,3.92740273,0.000300964224,1.9338156,99.77412,14.8869247,2.368576,13.5418663,38,44.49143
09/08/2015 16:34:04,26.9230785,2.30768919,6.92307949,2.17137337,9.581304,41,38,41,35,41,1496.61218,1496.61218,1496.61218,1496.61218,11.843545,5.10525656,0.00042134992,1.99900448,99.77415,15.04071,2.39304352,13.5173988,38,44.49143
09/08/2015 16:34:05,19.23077,6.153846,3.076923,3.8461566,8.076924,45,40,42,39,45,3791.41821,3691.644,3791.41821,3591.86987,13.0302467,6.029217,0.00042134992,2.03734732,99.77416,14.9900055,2.38497543,13.5254669,38,44.49143
09/08/2015 16:34:06,0.7692337,0,0,2.30768919,0.7692337,39,37,39,33,41,798.191956,798.191956,798.191956,798.191956,4.96049261,0.0988968462,0.0003611571,1.73535979,99.7739944,14.9898376,2.38494873,13.5254936,38,44.49143
09/08/2015 16:34:07,2.30768919,7.69230747,0.7692337,7.69230747,4.615384,39,37,39,34,42,798.193,798.193,798.193,798.193,9.26079,3.37405,0.0003611571,1.9031775,99.7741241,14.9252167,2.37466812,13.5357742,38,44.49143
09/08/2015 16:34:08,9.230768,6.92307949,3.8461566,1.53846145,5.384618,38,38,41,34,41,798.192749,798.192749,798.192749,798.192749,9.708625,3.58135414,0.0003611571,1.92996323,99.77409,15.0249863,2.390541,13.5199013,38,44.49143
09/08/2015 16:34:09,5.384612,3.076923,6.153846,2.30768919,4.23077345,40,38,39,35,42,798.193,798.193,798.193,798.193,9.129088,3.21417761,0.0003611571,1.908354,99.7741241,14.9271393,2.3749733,13.5354691,38,44.49143
09/08/2015 16:34:10,1.53846145,3.076923,0.7692337,0.7692337,1.53846145,41,39,42,35,42,3691.644,3691.644,3691.644,3691.644,6.735941,1.45305538,0.0003611571,1.8075912,99.77416,15.0111465,2.38834,13.5221024,38,44.49143
09/08/2015 16:34:11,4.615384,3.8461566,4.615384,5.384612,4.615384,39,38,40,35,40,798.1921,798.1921,798.1921,798.1921,9.222326,3.24812651,0.00066212134,1.90793264,99.77401,14.929245,2.375309,13.5351334,38,44.49143
09/08/2015 16:34:12,4.615384,5.384612,3.8461566,3.8461566,4.42307,38,38,39,34,40,798.192749,798.192749,798.192749,798.192749,9.197166,3.28935862,0.0003611571,1.91587818,99.77409,15.0319138,2.39164352,13.5187988,38,44.49143
09/08/2015 16:34:13,3.076923,7.69230747,3.8461566,6.153846,5.19230366,39,38,40,35,41,798.193,798.193,798.193,798.193,9.584387,3.61060786,0.000481542782,1.9131695,99.7741241,14.9348984,2.37620926,13.5342331,38,44.49143
09/08/2015 16:34:14,4.615384,4.615384,2.30768919,3.076923,3.65384817,43,39,44,36,44,3691.64526,3392.32275,3691.64526,3691.64526,8.62274551,2.898466,0.0003611571,1.89493108,99.7742,15.0190353,2.389595,13.5208473,38,44.49143
09/08/2015 16:34:15,0,1.53846145,3.076923,0.7692337,1.346159,40,37,39,34,40,798.192,798.192,798.192,798.192,5.5039134,0.494785219,0.000300964224,1.76082134,99.774,14.9348755,2.37620544,13.5342369,38,44.49143
09/08/2015 16:34:16,7.69230747,6.92307949,1.53846145,2.30768919,4.6153903,39,38,39,34,41,798.192932,798.192932,798.192932,798.192932,9.344579,3.32752085,0.00042134992,1.907692,99.77412,15.0343781,2.39203644,13.5184059,38,44.49143
09/08/2015 16:34:17,6.153846,3.8461566,6.92307949,2.30768919,4.80769253,39,39,40,34,40,798.1929,798.1929,798.1929,798.1929,9.387436,3.38891745,0.000300964224,1.90684927,99.77411,14.9348755,2.37620544,13.5342369,38,44.49143
